endpoint,codigo_padre,descripcion_padre,motivo,codigos_hijos_encontrados,cantidad_hijos_originales
tipologias-detalle_Ecuador,22000126008,"PERIMETRAL DE 1 PUESTO TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127894",4
tipologias-detalle_Ecuador,22000126031,"ISLA DE 6 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO CON CAJONERA",Contiene hijo eliminado,22000117196,2
tipologias-detalle_Ecuador,22000126046,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA CON CAJONERA MOVIL",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878",5
tipologias-detalle_Ecuador,22000126377,"ISLA DE 2 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000127893,1
tipologias-detalle_Ecuador,22000126393,"PERIMETRAL DE 2 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126394,"PERIMETRAL DE 2 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126395,"PERIMETRAL DE 2 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126396,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878",4
tipologias-detalle_Ecuador,22000126397,"PERIMETRAL DE 2 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126398,"PERIMETRAL DE 2 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126399,"PERIMETRAL DE 2 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126400,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878",4
tipologias-detalle_Ecuador,22000126401,"PERIMETRAL DE 2 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126402,"PERIMETRAL DE 2 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126403,"PERIMETRAL DE 2 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126404,"PERIMETRAL DE 2 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878",4
tipologias-detalle_Ecuador,22000126405,"PERIMETRAL DE 2 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126406,"PERIMETRAL DE 2 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126407,"PERIMETRAL DE 2 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126408,"PERIMETRAL DE 2 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878",4
tipologias-detalle_Ecuador,22000126409,"PERIMETRAL DE 2 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126410,"PERIMETRAL DE 2 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126411,"PERIMETRAL DE 2 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000126412,"PERIMETRAL DE 2 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878",4
tipologias-detalle_Ecuador,22000126413,"PERIMETRAL DE 2 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126414,"PERIMETRAL DE 2 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126415,"PERIMETRAL DE 2 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000126416,"PERIMETRAL DE 2 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878",4
tipologias-detalle_Ecuador,22000126437,"PERIMETRAL DE 1 PUESTO TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127891",3
tipologias-detalle_Ecuador,22000126438,"PERIMETRAL DE 1 PUESTO TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127892",3
tipologias-detalle_Ecuador,22000126439,"PERIMETRAL DE 1 PUESTO TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127893",3
tipologias-detalle_Ecuador,22000126440,"PERIMETRAL DE 1 PUESTO TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127894",4
tipologias-detalle_Ecuador,22000126441,"PERIMETRAL DE 1 PUESTO TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127891",3
tipologias-detalle_Ecuador,22000126442,"PERIMETRAL DE 1 PUESTO TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127892",3
tipologias-detalle_Ecuador,22000126443,"PERIMETRAL DE 1 PUESTO TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127893",3
tipologias-detalle_Ecuador,22000126444,"PERIMETRAL DE 1 PUESTO TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127894",4
tipologias-detalle_Ecuador,22000131689,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131690,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131691,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131692,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131693,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131694,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131695,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131696,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131697,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131698,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131699,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131700,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131701,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131702,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131703,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131704,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131705,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131706,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131707,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131708,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131709,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131710,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131711,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131712,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131713,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131714,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131715,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131716,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131717,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131718,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131719,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131720,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131721,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131722,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131723,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131724,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131725,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131726,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131727,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131728,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131729,"PERIMETRAL DE 3 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131730,"PERIMETRAL DE 3 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131731,"PERIMETRAL DE 3 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Ecuador,22000131732,"PERIMETRAL DE 3 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131733,"PERIMETRAL DE 3 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131734,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131735,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Ecuador,22000131736,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Ecuador,22000131839,"ISLA DE 2 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Ecuador,22000131840,"ISLA DE 2 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Ecuador,22000131841,"ISLA DE 2 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Ecuador,22000131842,"ISLA DE 2 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Ecuador,22000131843,"ISLA DE 2 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Ecuador,22000131844,"ISLA DE 2 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Ecuador,22000131845,"ISLA DE 2 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Ecuador,22000131846,"ISLA DE 2 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Ecuador,22000131847,"ISLA DE 2 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Ecuador,22000131848,"ISLA DE 2 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Ecuador,22000131849,"ISLA DE 2 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Ecuador,22000131850,"ISLA DE 2 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Ecuador,22000131851,"ISLA DE 2 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Ecuador,22000131852,"ISLA DE 2 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Ecuador,22000131853,"ISLA DE 2 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Ecuador,22000131854,"ISLA DE 2 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Ecuador,22000131855,"ISLA DE 2 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Ecuador,22000131856,"ISLA DE 2 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Ecuador,22000131857,"ISLA DE 2 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Ecuador,22000131858,"ISLA DE 2 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
