endpoint,codigo_padre,descripcion_padre,motivo,codigos_hijos_encontrados,cantidad_hijos_originales
tipologias-detalle_Colombia,22000131734,"PERIMETRAL DE 3 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131735,"PERIMETRAL DE 3 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131736,"PERIMETRAL DE 3 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA LATERAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Colombia,22000131839,"ISLA DE 2 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Colombia,22000131840,"ISLA DE 2 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Colombia,22000131841,"ISLA DE 2 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Colombia,22000131842,"ISLA DE 2 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Colombia,22000131843,"ISLA DE 2 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Colombia,22000131844,"ISLA DE 2 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Colombia,22000131845,"ISLA DE 2 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Colombia,22000131846,"ISLA DE 2 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Colombia,22000131847,"ISLA DE 2 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Colombia,22000131848,"ISLA DE 2 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Colombia,22000131849,"ISLA DE 2 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Colombia,22000131850,"ISLA DE 2 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Colombia,22000131851,"ISLA DE 2 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Colombia,22000131852,"ISLA DE 2 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Colombia,22000131853,"ISLA DE 2 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Colombia,22000131854,"ISLA DE 2 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Colombia,22000131855,"ISLA DE 2 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Colombia,22000131856,"ISLA DE 2 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Colombia,22000131857,"ISLA DE 2 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Colombia,22000131858,"ISLA DE 2 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127891",2
tipologias-detalle_Colombia,22000131859,"ISLA DE 2 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127892",2
tipologias-detalle_Colombia,22000131860,"ISLA DE 2 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127893",2
tipologias-detalle_Colombia,22000131861,"ISLA DE 2 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127894",3
tipologias-detalle_Colombia,22000131878,"ISLA DE 4 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131879,"ISLA DE 4 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131880,"ISLA DE 4 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131881,"ISLA DE 4 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127878",3
tipologias-detalle_Colombia,22000131882,"ISLA DE 4 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131883,"ISLA DE 4 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127878",3
tipologias-detalle_Colombia,22000131884,"ISLA DE 4 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131885,"ISLA DE 4 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127878",3
tipologias-detalle_Colombia,22000131887,"ISLA DE 4 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127878",3
tipologias-detalle_Colombia,22000131888,"ISLA DE 4 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131889,"ISLA DE 4 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131890,"ISLA DE 4 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127878",3
tipologias-detalle_Colombia,22000131891,"ISLA DE 4 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131892,"ISLA DE 4 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,22000117196,1
tipologias-detalle_Colombia,22000131893,"ISLA DE 4 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000117196, 22000127874, 22000127878",3
tipologias-detalle_Colombia,22000131904,"PERIMETRAL DE 4 PUESTOS TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131905,"PERIMETRAL DE 4 PUESTOS TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131906,"PERIMETRAL DE 4 PUESTOS TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131907,"PERIMETRAL DE 4 PUESTOS TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131908,"PERIMETRAL DE 4 PUESTOS TEK 120 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131909,"PERIMETRAL DE 4 PUESTOS TEK 120 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131910,"PERIMETRAL DE 4 PUESTOS TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131911,"PERIMETRAL DE 4 PUESTOS TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131912,"PERIMETRAL DE 4 PUESTOS TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131913,"PERIMETRAL DE 4 PUESTOS TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131914,"PERIMETRAL DE 4 PUESTOS TEK 135 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131915,"PERIMETRAL DE 4 PUESTOS TEK 135 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131916,"PERIMETRAL DE 4 PUESTOS TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131917,"PERIMETRAL DE 4 PUESTOS TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131918,"PERIMETRAL DE 4 PUESTOS TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131919,"PERIMETRAL DE 4 PUESTOS TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131920,"PERIMETRAL DE 4 PUESTOS TEK 150 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237",2
tipologias-detalle_Colombia,22000131921,"PERIMETRAL DE 4 PUESTOS TEK 150 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238",2
tipologias-detalle_Colombia,22000131922,"PERIMETRAL DE 4 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Colombia,22000131923,"PERIMETRAL DE 4 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Colombia,22000131924,"PERIMETRAL DE 4 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Colombia,22000131925,"PERIMETRAL DE 4 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Colombia,22000131926,"PERIMETRAL DE 4 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Colombia,22000131927,"PERIMETRAL DE 4 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127878, 22000127886",5
tipologias-detalle_Colombia,22000133342,"ISLA DOBLE ALTA 6 PUESTOS LABORATORIO 120 X 75 X 3,0CM X 180CM",Contiene hijo eliminado,"22000129415, 22000129416, 22000129432, 22000129434, 22000129438, 22000129440, 22000129456, 22000129458, 22000129891, 22000130343",11
tipologias-detalle_Colombia,22000133343,"ISLA DOBLE ALTA 6 PUESTOS LABORATORIO 120 X 75 X 3,0CM X 180CM CON MESON BAJO",Contiene hijo eliminado,"22000129415, 22000129416, 22000129432, 22000129434, 22000129438, 22000129440, 22000129456, 22000129458, 22000129891, 22000130343, 22000130775",12
tipologias-detalle_Colombia,22000133344,"ISLA DOBLE ALTA 6 PUESTOS LABORATORIO 120 X 75 X 3,0CM X 180CM CON POCETA",Contiene hijo eliminado,"22000129415, 22000129416, 22000129432, 22000129434, 22000129438, 22000129440, 22000129456, 22000129458, 22000129891, 22000130309, 22000130343",12
tipologias-detalle_Colombia,22000133345,"ISLA DOBLE ALTA 2 PUESTOS LABORATORIO 120 X 75 X 3,0CM X 180CM",Contiene hijo eliminado,"22000129415, 22000129430, 22000129436, 22000129454, 22000129891",5
tipologias-detalle_Colombia,22000133346,"ISLA DOBLE BAJA 6 PUESTOS LABORATORIO 120 X 75 X 3,0CM",Contiene hijo eliminado,"22000129438, 22000129440, 22000129456, 22000129458, 22000129891",6
tipologias-detalle_Colombia,22000133347,"ISLA DOBLE BAJA 4 PUESTOS LABORATORIO 120 X 75 X 3,0CM",Contiene hijo eliminado,"22000129438, 22000129456, 22000129891",4
tipologias-detalle_Colombia,22000133348,"PERIMETRAL SENCILLA ALTA 3 PUESTOS LABORATORIO 120 X 75 X 3,0CM X 180CM",Contiene hijo eliminado,"22000129432, 22000129434, 22000129438, 22000129440, 22000129456, 22000129458, 22000129891, 22000130343",9
tipologias-detalle_Colombia,22000133349,"PERIMETRAL SENCILLA ALTA 3 PUESTOS LABORATORIO 120 X 75 X 3,0CM X 180CM CON POCETA",Contiene hijo eliminado,"22000129432, 22000129434, 22000129438, 22000129440, 22000129456, 22000129458, 22000129891, 22000130343",9
tipologias-detalle_Colombia,22000133350,"PERIMETRAL SENCILLA ALTA 1 PUESTO LABORATORIO 120 X 75 X 3,0CM X 180CM",Contiene hijo eliminado,"22000129430, 22000129436, 22000129454, 22000129891",4
tipologias-detalle_Colombia,22000133351,"PERIMETRAL SENCILLA BAJA 3 PUESTOS LABORATORIO 120 X 75 X 3,0CM",Contiene hijo eliminado,"22000129438, 22000129440, 22000129456, 22000129458, 22000129891",6
tipologias-detalle_Colombia,22000133352,"PERIMETRAL SENCILLA BAJA 1 PUESTO LABORATORIO 120 X 75 X 3,0CM",Contiene hijo eliminado,"22000129436, 22000129454, 22000129891",3
tipologias-detalle_Colombia,22000133353,"ISLA DOBLE ALTA 6 PUESTOS LABORATORIO 150 X 75 X 3,0CM X 180CM",Contiene hijo eliminado,"22000129415, 22000129416, 22000129433, 22000129435, 22000129439, 22000129441, 22000129457, 22000129459, 22000129893",10
tipologias-detalle_Colombia,22000133354,"ISLA DOBLE ALTA 2 PUESTOS LABORATORIO 150 X 75 X 3,0CM X 180CM",Contiene hijo eliminado,"22000129415, 22000129431, 22000129437, 22000129455, 22000129893",5
tipologias-detalle_Colombia,22000133355,"ISLA DOBLE BAJA 6 PUESTOS LABORATORIO 150 X 75 X 3,0CM",Contiene hijo eliminado,"22000129439, 22000129441, 22000129457, 22000129459, 22000129893",6
tipologias-detalle_Colombia,22000133356,"ISLA DOBLE BAJA 4 PUESTOS LABORATORIO 150 X 75 X 3,0CM",Contiene hijo eliminado,"22000129439, 22000129457, 22000129893",4
tipologias-detalle_Colombia,22000133357,"PERIMETRAL SENCILLA ALTA 3 PUESTOS LABORATORIO 150 X 75 X 3,0 CM X 180CM",Contiene hijo eliminado,"22000129433, 22000129435, 22000129439, 22000129441, 22000129457, 22000129459, 22000129893",8
tipologias-detalle_Colombia,22000133358,"PERIMETRAL SENCILLA ALTA 1 PUESTO LABORATORIO 150 X 75 X 3,0 CM X 180CM",Contiene hijo eliminado,"22000129431, 22000129437, 22000129455, 22000129893",4
tipologias-detalle_Colombia,22000133359,"PERIMETRAL SENCILLA BAJA 1 PUESTO LABORATORIO 150 X 75 X 3,0CM",Contiene hijo eliminado,"22000129437, 22000129455, 22000129893",3
tipologias-detalle_Ecuador,22000118635,"ISLA DE 6 PUESTOS TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000127874, 22000127878, 22000127886",3
tipologias-detalle_Ecuador,22000118637,"ISLA DE 6 PUESTOS TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000127874, 22000127878, 22000127886",3
tipologias-detalle_Ecuador,22000118641,"ISLA DE 6 PUESTOS TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000127874, 22000127878, 22000127886",3
tipologias-detalle_Ecuador,22000118645,"ISLA DE 6 PUESTOS TEK 165 X 75 X 2,5CM FORMICA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000127874, 22000127878, 22000127886",3
tipologias-detalle_Ecuador,22000118649,"ISLA DE 6 PUESTOS TEK 165 X 75 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000127874, 22000127878, 22000127886",3
tipologias-detalle_Ecuador,22000118653,"ISLA DE 6 PUESTOS TEK 165 X 60 X 2,5CM MELAMINA GROMMET ALUMINIO PANTALLA FRONTAL VIDRIO LAMINADO SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000127874, 22000127878, 22000127886",3
tipologias-detalle_Ecuador,22000118654,"JEFATURA TEK 165 X 60 CREDENZA 120 X 3,0CM FORMICA GROMMET",Contiene hijo eliminado,"22000105114, 22000105122, 22000107323, 22000107325, 22000127237",5
tipologias-detalle_Ecuador,22000118655,"JEFATURA TEK 180 X 60 CREDENZA 150 X 3,0CM FORMICA GROMMET",Contiene hijo eliminado,"22000105116, 22000105123, 22000107324, 22000107325, 22000127237",5
tipologias-detalle_Ecuador,22000118656,"JEFATURA TEK 180 X 75 CREDENZA 150 X 3,0CM FORMICA GROMMET",Contiene hijo eliminado,"22000105116, 22000105123, 22000107325, 22000127238",6
tipologias-detalle_Ecuador,22000125993,"PERIMETRAL DE 1 PUESTO TEK 120 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127891",3
tipologias-detalle_Ecuador,22000125994,"PERIMETRAL DE 1 PUESTO TEK 135 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127892",3
tipologias-detalle_Ecuador,22000125995,"PERIMETRAL DE 1 PUESTO TEK 150 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127893",3
tipologias-detalle_Ecuador,22000125996,"PERIMETRAL DE 1 PUESTO TEK 165 X 60 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127894",4
tipologias-detalle_Ecuador,22000125997,"PERIMETRAL DE 1 PUESTO TEK 120 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127891",3
tipologias-detalle_Ecuador,22000125998,"PERIMETRAL DE 1 PUESTO TEK 135 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127892",3
tipologias-detalle_Ecuador,22000125999,"PERIMETRAL DE 1 PUESTO TEK 150 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127893",3
tipologias-detalle_Ecuador,22000126000,"PERIMETRAL DE 1 PUESTO TEK 165 X 75 X 3,0CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127874, 22000127894",4
tipologias-detalle_Ecuador,22000126001,"PERIMETRAL DE 1 PUESTO TEK 120 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127891",3
tipologias-detalle_Ecuador,22000126002,"PERIMETRAL DE 1 PUESTO TEK 135 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127892",3
tipologias-detalle_Ecuador,22000126003,"PERIMETRAL DE 1 PUESTO TEK 150 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127893",3
tipologias-detalle_Ecuador,22000126004,"PERIMETRAL DE 1 PUESTO TEK 165 X 60 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127237, 22000127874, 22000127894",4
tipologias-detalle_Ecuador,22000126005,"PERIMETRAL DE 1 PUESTO TEK 120 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127891",3
tipologias-detalle_Ecuador,22000126006,"PERIMETRAL DE 1 PUESTO TEK 135 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127892",3
tipologias-detalle_Ecuador,22000126007,"PERIMETRAL DE 1 PUESTO TEK 150 X 75 X 2,5CM FORMICA GROMMET ALUMINIO SIN PANTALLA SIN ALMACENAMIENTO",Contiene hijo eliminado,"22000104949, 22000127238, 22000127893",3
